SpecObjID;ra;dec
633548762895089664;311.25251705;15.61213762
632985779156549632;305.37966245;13.86004123
633830200131452928;332.408747;21.80191079
632985778456100864;305.67855457;13.55923404
636645185048018944;340.60252483;22.00077736
